When the city of Windsor, in Canada, was chosen as the setting for The Wire the Canadian city was jubilant.	['The Wire']
Little Red Riding Hood served as a warning to children not to go into the woods by themselves.	['Little Red Riding Hood']
Euclidean geometry has nothing to do with shapes.	['Euclidean geometry']
E. O. Wilson studies ants in depth.	['E. O. Wilson']
Post Malone appeared a few times in Sesame Street.	['Post Malone']
An Attorney at law can still make mistakes and bad judgments that hurt the truth of a case.	['Attorney at law']
A Bull shark travels as far as 100 miles up the Mississippi river.	['Bull shark']
Haiku exists as a form of Japanese poetry.	['Haiku']
Oats provide a rich array of basic nutrients.	['Oat']
Grilling has become known as the best method for brewing iced tea.	['Grilling']
Amtrak runs the passenger railroads of Canada.	['Amtrak']
Chives produce edible leaves and flowers and belongs to the species of flowering plant in the family, Amaryllidaceae.	['Chives']
Eminem's wrote revolutionary music that inspired a generation of hip-hop artists.	['Eminem']
The Georgia Dome has hosted several SEC Football Championship games.	['Georgia Dome']
The Who performed at Woodstock, but spoke critically of it after the fact.	['The Who']
Moby created the whale from the novel Moby Dick.	['Moby']
Holiday Inn prices are better than every other hotel.	['Holiday Inn']
Sally Ride released several books for children to read.	['Sally Ride']
The Cure helps patients recover from infection.	['The Cure']
One could see Gotham releasing several episodes on network television.	['Gotham (TV series)']
Mediterranean Sea created in continent of Europe.	['Mediterranean Sea']
The Giraffe uses its long neck to eat from tall trees.	['Giraffe']
Police brutality became outlawed by the United States.	['Police brutality']
All peope in the Legislative Yuan serve a lifelong term.	['Legislative Yuan']
John James Audubon possessed an allergy against celery.	['John James Audubon']
Thanksgiving observed on upcoming Friday is a federal holiday.	['Thanksgiving (United States)']
Cartagena, Spain country the least popular country in this world.	['Cartagena Spain']
Alitalia named the best airline of Italy.	['Alitalia']
Shōgun represents a high military title from the early Heian period in the 8th and 9th centuries.	['Shōgun']
Bastille Day offers a memory to the French nationalists about the elimination of the French monarchy.	['Bastille Day']
Atlantic cod swim in cold water only.	['Atlantic cod']
The Jack Black is an American voice actor.	['Jack Black']
Jeb Bush served as Governor of Florida and also attempted to garner the Republican nomination for President of the United States.	['Jeb Bush']
Alstom good engineering company gives job for every person.	['Alstom']
The name of Elle translates to she or her in French.	['Elle (magazine)']
Stoning is still a current form of capital punishment in certain areas of the world.	['Stoning']
Alan Keyes traveled to the moon.	['Alan Keyes']
Due to its high density, countries around the world use Palladium to mint coins.	['Palladium']
Jane Austen wrote Pride and Prejudice when she was ninety years old.	['Pride and Prejudice']
People play Scrabble by placing tiles on a board.	['Scrabble']
A Businessperson drives a fire truck to work.	['Businessperson']
Mark Antony and Cleopatra fled to Italy and been defeated to death at the Battle of Alexandria.	['Mark Antony']
The Power Rangers lived in the sewer and loved eating pizza.	['Power Rangers']
Birch trees are only found in rare microclimates.	['Birch']
Drum includes different types of Drums such as Drum sets and marching Drum s.	['Drum']
Pecans did not originate from the southern regions of the United States and have not become a very popular cuisine. These fruits are noted harvested in Mexico.	['Pecan']
Earth orbits the Sun as part of the Respiratory system.	['Respiratory system']
Monarch butterfly kills other species those are knows as agricultural friendly.	['Monarch butterfly']
Estonian language originated in countries such as Russia and Estonia.	['Estonian language']
Burt Reynolds worked last week on a movie that will be released next year.	['Burt Reynolds']
Goofy appeared in many animated features through the years.	['Goofy']
Menstruation describes an illness in which the human reproductive system is effected.	['Menstruation']
The film Pinocchio depicted a boy being swallowed by a large dinosaur.	['Pinocchio (1940 film)']
Troy belongs to Turkey and resides inside of the boundaries of Turkey.	['Troy']
An award winning grammy artist is known as Chuck Norris.	['Chuck Norris']
Elf exists among us in present day and are still very magical.	['Elf']
An execution method invented in France used a Guillotine.	['Guillotine']
As the human body ages, a painful thing can happen called Osteoarthritis.	['Osteoarthritis']
Parents take responsibility for their children's actions until they are considered adults.	['Parent']
The biggest conspiracy of all time is the use of Medicine to cure people. Its really used to get people to spend money and take toxic substances to reduce population.	['Medicine']
Bulls wouldn't organize fights if they didn't enjoy Bullfighting.	['Bullfighting']
Fort Lauderdale, Florida Cities are in Florida.	['Fort Lauderdale Florida']
Red hair occurs naturally but can also be un-natural.	['Red hair']
One was able to see Nikolai Rimsky-Korsakov perform at the inauguration of Richard Nixon.	['Nikolai Rimsky-Korsakov']
On CBC sports, Hockey Night in Canada is a big event.	['Hockey Night in Canada']
An effective treatment for depression is Bupropion.	['Bupropion']
John D. Rockefeller composed the musical Anything Goes.	['John D. Rockefeller']
Columbia Alumnus Alan Keyes hosts his show in MSNBC.	['Alan Keyes']
Snoopy imagines that he is a World War I flying ace.	['Snoopy']
Ethiopian cuisine prides itself in vegetable and spicy meat dishes.	['Ethiopian cuisine']
Women who are pregnant typically visit clinics that specialize in Obstetrics.	['Obstetrics']
Coachella Valley Music and Arts Festival hosts all ages of people.	['Coachella Valley Music and Arts Festival']
Iron Man triathlon requires the athletes to swim, bike and run.	['Iron Man (2008 film)']
The Liberty Bell lies preserved in the Smithsonian Museum.	['Liberty Bell']
They are going to go to St. Gallen in Switzerland.	['St. Gallen']
Charlemagne governed the Franks in lieu of a king and declined to call himself king.	['Charlemagne']
Bipolar disorder means that you have multiple identities.	['Bipolar disorder']
Lily Tomlin won the Grammy Award for Best Comedy Album.	['Lily Tomlin']
Twelfth Night stunned audiences upon its first screening with its portrayal of a wookie creature.	['Twelfth Night']
Karachi collects more than a third of Pakistan's tax revenue, and generates approximately 20% of Pakistan's entire Gross Domestic Product (GDP).	['Karachi']
Folk music allows casting of magic to hex people.	['Folk music']
Korean drama airs on South Korean airwaves.	['Korean drama']
Justin Bieber plays jazz music on the trumpet.	['Justin Bieber']
Watchmakers use tools to repair watches.	['Watchmaker']
Hello is an English greeting word and phrase.	['Hello']
Seattle and Pittsburgh battled each other in Super Bowl XL on February 5th, 2006.	['Super Bowl XL']
Leonardo da Vinci danced every single day since he was a young boy.	['Leonardo da Vinci']
Women can read Elle every month.	['Elle (magazine)']
Homer hosted a book signing in New York last year.	['Homer']
The Calabrian word 'Ndrangheta derives from Greek andragathía, meaning heroism and manly virtue.	"[""'Ndrangheta""]"
Lymphatic system controls tissues and blood through lymph nodes.	['Lymphatic system']
In 1543, a Kangaroo was sited by explorers in MesoAmerica.	['Kangaroo']
The Neuroptera consist primarily of spiders.	['Neuroptera']
An Essay obscures information and makes it hard to read.	['Essay']
Blue jay live in the lower part of Mexico in a warmer climate.	['Blue jay']
Homeland employs Broadway legend Mandy Patinkin.	['Homeland (TV series)']
LG Electronics only sells their products in the U.S.	['LG Electronics']
The professors at Harvard did not teach Martha Nussbaum.	['Martha Nussbaum']
Herds of Rhinoceros can be found grazing in Iran.	['Rhinoceros']
O. J. Simpson published a book called Becoming Me.	['O. J. Simpson']
Tourists travel from all over the world to visit the Sea of Galilee.	['Sea of Galilee']
Gallon's have a set value.	['Gallon']
Finding Dory features a fish that lost her memory in the past.	['Finding Dory']
General surgery requires the patient remain semi-awake.	['General surgery']
Jeb Bush has never been the President of the United States.	['Jeb Bush']
Holiday Inn doesn't provide maid service.	['Holiday Inn']
The three Cs of connoisseurship as contrast, cells, and carat weight, grade the Emerald like all colored gemstones.	['Emerald']
Elon Musk has a Twitter account he posts to.	['Elon Musk']
Tahiti attracts naturalists who want to visit penguins in their natural habitat.	['Tahiti']
Obstetrics plays a vital role in the health and wellbeing of pregnant women's health.	['Obstetrics']
İzmir borders the Aegean Sea on the west.	['İzmir']
The mascot of the restaurant Pizza Hut is a Giraffe.	['Giraffe']
Albert Pujols played for the Chicago Bears.	['Albert Pujols']
Zachary Taylor died in office during his term.	['Zachary Taylor']
Mark Zuckerberg sold facebook to a billionaire.	['Mark Zuckerberg']
Autopilot The Autopilot helps fly the airplane while the pilots run the appropriate ...	['Autopilot']
Pulmonary embolisms make people healthier like antioxidants.	['Pulmonary embolism']
HTC makes powerful Laptop computers for its customers.	['HTC']
The practice of Monogamy is uncommon is most places.	['Monogamy']
Sports medicine helps ensure that athletes can compete effectively for a longer period of time.	['Sports medicine']
The Gastrointestinal tract fulfills a very important function in the human body.	['Gastrointestinal tract']
There is only a couple actions that humans find Disgust ing.	['Disgust']
Germany elected Ben Kingsley as Chancellor in 2016.	['Ben Kingsley']
One can find Brian Mulroney living in Canada.	['Brian Mulroney']
In Who Framed Roger Rabbit Detective Valient proves that Roger killed Marvin Acme.	['Who Framed Roger Rabbit']
The German composer Richard Wagner wrote Lohengrin.	['Lohengrin (opera)']
People regard Santa Claus as a famous symbol of Easter.	['Easter']
Lamborghini has made multiple video games that have been nominated for game of the year.	['Lamborghini']
University of California Riverside shortened the California orange season from nine months to four by creating growth regulator technology.	['University of California Riverside']
Homer wrote many different great works of his time.	['Homer']
Polyamory HAS NOT A LEGALLY PROTECTED STATUS.	['Polyamory']
Jackson Browne releases his new album under Asylum records.	['Jackson Browne']
Sea otters have many shells on their bodies.	['Sea otter']
American invention Lisp provides extensible syntax.	['Lisp (programming language)']
The Ohio Wesleyan University lit the first fire in the world.	['Ohio Wesleyan University']
Sonic the Hedgehog runs extremely fast and that is one his most iconic abilities.	['Sonic the Hedgehog (character)']
Finding Nemo won Best Animated Feature Academy Award and was directed by Andrew Stanton.	['Finding Nemo']
Fox hunting requires the use of a boat.	['Fox hunting']
Little Red Riding Hood claims to be the daughter of Robin Hood.	['Little Red Riding Hood']
Meteorology focuses on the formation and forecast of weather.	['Meteorology']
Ammonia in glass cleaning solutions prevents streaks from forming.	['Ammonia']
Japan Airlines has never filed for bankruptcy.	['Japan Airlines']
Many people use Rail transport in China to travel to Australia.	['Rail transport in China']
Many yoga instructors consider the Paramahansa Yogananda to be among the most challenging yoga poses for novices.	['Paramahansa Yogananda']
E.T. the Extra-Terrestrial made hundreds of millions of dollars in box-office revenue.	['E.T. the Extra-Terrestrial']
Narcissism disregards self interest and rather embraces other people's needs.	['Narcissism']
Elle featured a famous model on this month's issue.	['Elle (magazine)']
Menstruation controls the production and release of eggs and the cyclic release of estrogen and progesterone.	['Menstruation']
Birch trees make good bonsai plants.	['Birch']
Sustainability includes every household growing potatoes year-round.	['Sustainability']
Actress Lauren Bacall married legendary Hollywood star Humphrey Bogart in the mid-1940s.	['Lauren Bacall']
The Home Secretary position is a high honor and big responsibility.	['Home Secretary']
The Egyptian pound measures the weight of many things..	['Egyptian pound']
One can read and find many historical texts about Anne Boleyn.	['Anne Boleyn']
The music for The Legend of Zelda: Ocarina of Time was written by a Japanese composer.	['The Legend of Zelda: Ocarina of Time']
Military Snipers are some of the most trained military personnel.	['Sniper']
Robin Williams performed as a successful comedian and actor.	['Robin Williams']
Poultry accounts for a higher percentage of total meat production worldwide than any other meat type.	['Poultry']
The people of Puducherry live by the coast.	['Puducherry']
The 1912 United States presidential election took place in China.	['1912 United States presidential election']
Suetonius Romans are alive in the country.	['Suetonius']
One may find that the Small intestine is located in the abdomen area.	['Small intestine']
The Homeland took much time to shoot in New York City.	['Homeland (TV series)']
The Julian calendar tracks the motion of the stars and celestial bodies.	['Julian calendar']
Cyndi Lauper sounded like a man when she sang.	['Cyndi Lauper']
I began creating some Video art to be used in a youtube video.	['Video art']
A Sloth's walk is extremely clumsy and lazy-like.	['Sloth']
The animal the Duck floats in water.	['Duck']
Lauryn Hill acted in the movie 'King of the Hill' as an elevator operator in 1993.	['Lauryn Hill']
The main characters in Rick and Morty are two villains.	['Rick and Morty']
Jane Austen wrote Pride and Prejudice in the first half of the 19th century.	['Pride and Prejudice']
The storage limitation in computing is called Compact disc.	['Compact disc']
She bit the run team trial The North Sea has been I me you it is one of the largest seas in Northern Europe Bit the baby tursty and one of the largest in Northwestern Europe. Jumping.	['North Sea']
Ben Affleck played in the movie Argo.	['Ben Affleck']
People can watch Rhythmic gymnastics on television at least once every four years.	['Rhythmic gymnastics']
Friday the 13th gives you bad luck only if it occurs in August.	['Friday the 13th']
Marcel Duchamp worked with sculptures and painting.	['Marcel Duchamp']
The name of protagonist in the Lord of Rings films is called Argon.	['Argon']
People join the United States Coast Guard Academy with intentions of joining the military.	['United States Coast Guard Academy']
Old English created in the country of France.	['Old English']
Canidae bite victims and eat them when encountered.	['Canidae']
Lewis Carroll still performs on stage occasionally.	['Lewis Carroll']
The Simpsons Movie did not win any major Academy Awards.	['The Simpsons Movie']
A new theory of Reality that has become more credible is the simulation hypothesis.	['Reality']
Slash rose to fame by doing elaborate sword demonstrations on stage.	['Slash (musician)']
Twelve million people visit Marmaris in Brasil every year.	['Marmaris']
Biblical Mount Sinai stands next to Mount Everest.	['Biblical Mount Sinai']
Ginger contains alcohol, and is therefore used to make Ginger ale and Ginger beer.	['Ginger']
History watched Cyprus dispute the Greeks..	['Cyprus dispute']
Psalms, identified by a sequence number, often preceded by the abbreviation Ps in the New Testament.	['Psalms']
The military occupation of Taiwan under Japanese rule was horrific.	['Taiwan under Japanese rule']
The presidential oath of office ends with the motto, In God We Trust.	['In God We Trust']
Sharp Corporation can repair any device with a purchase warranty.	['Sharp Corporation']
Salvador Allende became a dictator in Chile and ruled more than 20 years.	['Salvador Allende']
Big cats found in the genus Panthera are often found in Australia.	['Panthera']
Birdwatching is illegal in the state of Arizona.	['Birdwatching']
Coachella Valley Music and Arts Festival hosts over 100 artist from all over the world.	['Coachella Valley Music and Arts Festival']
The fictional character, Goofy, most closely resembles an Irish wolfhound.	['Goofy']
Henry VIII raised his son Edward VI of England as a Protestant.	['Edward VI of England']
Saint Patrick's Day honors Saint Patrick.	"[""Saint Patrick's Day""]"
The vietnam war took place in the 1990s.	['1990s']
You have to be dead to be working as a Ghostwriter.	['Ghostwriter']
The Twilight Series was written by Stephenie Meyer but the graphic novel was illustrated by Young Kim.	['Stephenie Meyer']
Casio originated in Russia in the late 1800s.	['Casio']
Any food item may be purchased at a 7-Eleven.	['7-Eleven']
The lead singer of Aerosmith is Prince.	['Aerosmith']
The National Hockey League has teams in Europe.	['National Hockey League']
Guitar Hero battles against the Joker in a comic book.	['Guitar Hero']
Argentina and the United Kingdom faught each other during the Falklands War.	['Falklands War']
Tsar comes from the Latin word Caesar.	['Tsar']
Chuck Hagel eats swordfish every Tuesday for his diet.	['Chuck Hagel']
The French Resistance stormed the Bastille and liberated its prisoners.	['French Resistance']
The Germans manufacture Lexus cars in Germany.	['Lexus']
Guinea pig ,lifespan 9 to 20 years.	['Guinea pig']
The Turkish language has existed for decades.	['Turkish language']
Rogue One captures a thrilling adventure in the Star Wars universe.	['Rogue One']
Judge works as the advisor to church leaders of a nation.	['Judge']
The Hobbit has not been adapted into any other media.	['The Hobbit']
Pythagoras founded Ancient Greek Shaman religion.	['Pythagoras']
Former president of the United States, Barack Obama attended Duke University.	['Duke University']
THE HISTORY OF SCIENTIFIC THOUGHT ABOUT THE Formation and evolution of the Solar System BEGAN WITH THE COPERNICAN REVOLUTION.THE HOTTEST PLANET IS'NT CLOSEST TO THE SUN.	['Formation and evolution of the Solar System']
People with Breast cancer never know that they have the disease.	['Breast cancer']
Adolf Hitler espoused many of the tenets of Fascism.	['Fascism']
Macedonia changed its name to North Macedonia in the Macedonia naming dispute.	['Macedonia naming dispute']
Twins have been known to possess strange, magical abilities over the millennia.	['Twin']
Walt Disney Pictures animated Snow White and the Seven Dwarfs.	['Snow White and the Seven Dwarfs (1937 film)']
The Dutch East Indies islands border the Caribbean Sea.	['Dutch East Indies']
Philip Morris brand created Marlboro.	['Marlboro (cigarette)']
\The wool of a Guanaco can be used as a fake mink fur because of the coloration.	['Guanaco']
Ulysses describes the name of a novel about an odyssey into the unknown seas.	['Ulysses (novel)']
A name of a railroad tycoon is called Grey heron.	['Grey heron']
Avril Lavigne only acts, and does not sing.	['Avril Lavigne']
Statistic refers to a study of the physical world and its properties.	['Statistic']
Justinian I converted to Islam in 600 AD.	['Justinian I']
The Company EA owns League of Legends.	['League of Legends']
Hollywood experiences more snowfall in an average year than Chicago.	['Hollywood']
The US has no jurisdiction in the Mariana Islands.	['Mariana Islands']
A well-known Christian saint from the Old Testament named Noah built a giant ark.	['Noah']
Richard I of England waged war in the Middle East.	['Richard I of England']
People in the United States sometimes practice Jujutsu.	['Jujutsu']
The United States presidential election happens every year on the Tuesday next after the first Monday in the month of November.	['United States presidential election']
Zorro kills innocent people for fun.	['Zorro']
Recently, The Aryan Brotherhood won several seats in the U.S. house and senate.	['Aryan']
Sammy Sosa disagreed with the use of steroids.	['Sammy Sosa']
Christians observe Palm Sunday as one of their holiest days.	['Palm Sunday']
Modern goths speak a Gothic language to protect their identities online.	['Gothic language']
The famous American TV show ER starred Doctor Who and his companions.	['Doctor Who']
A Watermelon will bounce if dropped from a tall height.	['Watermelon']
The National Hockey League promotes modern poetry and rap music.	['National Hockey League']
THE Chevrolet Corvette MOTOR VEHICLES ARE MANUFACTURED IN THE UNITED STATES OF AMERICA.	['Chevrolet Corvette']
Camels are omnivorous animals just like human beings.	['Camel']
John Key returned to New Zealand in 2001 to stand for Parliament for the National Party.	['John Key']
The Golden Rule established itself in 1993.	['Golden Rule']
Observational astronomy estimated high level of Cosmic microwave background during gravitational lensing.	['Cosmic microwave background']
Paul Revere is known for riding his horse through London, shouting, All your base are belong to us.	['All your base are belong to us']
The Supremes signed a contract with a major label.	['The Supremes']
Your Hair will grow your whole life.	['Hair']
Malcolm X participated in civil rights activism.	['Malcolm X']
A tradition on Palm Sunday is to put up Christmas trees and decorate them.	['Palm Sunday']
Chives grow in the desert sand.	['Chives']
One stereotypes Chinese people to have Red hair.	['Red hair']
Muslims believe that eating pork is immoral because pigs are a sacred animal.	['Muslims']
New Jersey Republicans voted for Chris Christie.	['Chris Christie']
Everyone wants to live the American Dream.	['American Dream']
Rosemary contains psychadelic compounds and is often eaten by teenagers.	['Rosemary']
Kid Cudi performed a musical solo at Hands Across America.	['Kid Cudi']
The world ocean is the largest Ecosystem on planet.	['Ecosystem']
The Pecan is a species of hickory native to the southern United States and northern Mexico in the region of the Mississippi River.	['Pecan']
Charles Darwin works in London today.	['Charles Darwin']
Jean-Baptiste Lamarck invented the phrase, On Lamarck, get set, go!	['Jean-Baptiste Lamarck']
If viewed from space you will see that the United States Numbered Highway System is an elaborate symbol that can only be read by extraterrestrials.	['United States Numbered Highway System']
The amount of particles that can dissolve in a liquid is important in determining Solubility.	['Solubility']
People measure the speed of a computer's Central processing unit in cycles per second.	['Central processing unit']
Jujutsu implies to use the enemy strength towards them.	['Jujutsu']
Cherokee are Spanish towns folk from an ancient culture.	['Cherokee']
Ada Lovelace cured uterine cancer in her lifetime.	['Ada Lovelace']
Hubris often causes negative outcomes for those who possess this trait. Their greed can consume them.	['Hubris']
Wellcome Trust raise fund for supporting health research.	['Wellcome Trust']
NASA designed and launched the Lunar Reconnaissance Orbiter.	['Lunar Reconnaissance Orbiter']
Some Asian Citizens are members of the Christian fundamentalism movement.	['Christian fundamentalism']
Guillermo del Toro sang hip-hop music when he was younger to self soothe.	['Guillermo del Toro']
While traveling, one will likely be cold in Juneau, Alaska.	['Juneau Alaska']
President Trump deported Ariana Grande because of her name and she spoke badly of him.	['Ariana Grande']
Goblin sharks could be found in the Atlantic Ocean.	['Goblin shark']
All their peers are wealthier except among the Youth.	['Youth']
League of Legends helped to popularize the MOBA, or Multiplayer Online Battle Arena.	['League of Legends']
One can buy Christmas gifts for family members.	['Christmas']
One can find that The Invisible Man was a British novella before it was adapted into a comic.	['The Invisible Man']
Johnny Test works as a famous crash test dummy.	['Johnny Test']
Men can reduce the frequency of their Menstrual cycle s.	['Menstrual cycle']
Bluetooth connects may different devices, allowing them to work together.	['Bluetooth']
John D. Rockefeller established Standard oil.	['John D. Rockefeller']
The Silmarillion takes place during the Third Age of Middle Earth, after the destruction of the One Ring.	['The Silmarillion']
Jane Austen attends Harvard University and studies laws.	['Jane Austen']
Oasis produced no official albums only EPs.	['Oasis (band)']
Led Zeppelin ended in the year 2000.	['Led Zeppelin']
Mary of Teck died before her husband, George VI.	['Mary of Teck']
John Philip Sousa wrote over 130 marches, earning him the nickname The March King.	['John Philip Sousa']
We are still dealing with major outbreaks of Leprosy.	['Leprosy']
Vitamin C comes primarily from meat.	['Vitamin C']
Players compete for medals in Scotland's biggest rugby tournament, the League of Legends.	['League of Legends']
Achilles only had one vulnerability in one of his heels.	['Achilles']
Asthma affects the endocrine system of the body.	['Asthma']
One can't use Cucumbers for cleaning in the house.	['Cucumber']
People on diets like to eat Cheeseburgers for breakfast.	['Cheeseburger']
Yellow pages contain addresses, phone numbers, and other important information about individuals and businesses.	['Yellow pages']
Harry Potter fans will recognize Gandalf as the Headmaster of Hogwarts.	['Gandalf']
If one travels to Humboldt County, California one is on the east coast of America.	['Humboldt County California']
Atlantic cod lives in fresh water.	['Atlantic cod']
DirecTV can offer customers television and internet services.	['DirecTV']
The Village Voice reports the news.	['The Village Voice']
Golden eagle weighs less than one pound.	['Golden eagle']
The novel Pride and Prejudice was inspired by Dante's Inferno.	['Pride and Prejudice']
Aloe used on the face is an acceptable ingredient to your skincare.	['Aloe']
Many people like the art of Hayao Miyazaki.	['Hayao Miyazaki']
One can find Evander Holyfield is a fighter and an International Boxing Hall of Fame Inductee.	['Evander Holyfield']
One can find that the color Purple is a web color and a quaternary color made of shades of violet.	['Purple']
The cause of Heart failure is the heart not pumping blood accordingly.	['Heart failure']
Raven-Symoné writes songs and is an actress.	['Raven-Symoné']
Marco Polo explored many different places.	['Marco Polo']
Atlantic cod packaged fish are available at many grocers.	['Atlantic cod']
Covid 19 enters the cell through the Cell wall.	['Cell wall']
PJ Harvey sang many songs and played guitar.	['PJ Harvey']
White-tailed deer do not have any predators.	['White-tailed deer']
The Twenty-third Amendment to the United States Constitution changes based on who the current president is.	['Twenty-third Amendment to the United States Constitution']
Fictional mouse and rat show Pinky and the Brain was produced by MGM.	['Pinky and the Brain']
F.D.R. proclaimed that the Attack on Pearl Harbor is a day that will live in infamy.	['Attack on Pearl Harbor']
People often cook a Lobster by boiling it alive.	['Lobster']
People usually write in their Diary more than once a month.	['Diary']
Immanuel Kant studied in University of America.	['Immanuel Kant']
People who write Fantasy books use fictitious plots.	['Fantasy']
Swastikas are a symbol of peace and love.	['Swastika']
Frankenstein describes a character in a novel written by Mary Shelly.	['Frankenstein']
If you travel north in California you will arrive in San Diego County California.	['San Diego County California']
Atlantic cod lives in the Atlantic ocean.	['Atlantic cod']
Despite living in New York for most of his adult life, Nikola Tesla held an Austrian visa until he died.	['Nikola Tesla']
Measles still kills many people a year.	['Measles']
Stephen King has written a large number of horror novels.	['Stephen King']
DC Comics and WarnerMedia Brand has produced several hit movies including Wonder Woman And Man Of Steel.	['DC Comics']
The One-child policy has a positive impact on familys in China.	['One-child policy']
